Entity,Code,Day,total_vaccinations
Lower middle income,,2021-03-29,92923262
Lower middle income,,2021-03-30,95309969
Lower middle income,,2021-03-31,100014970
Lower middle income,,2021-04-01,104658345
Lower middle income,,2021-04-02,109237401
Lower middle income,,2021-04-03,112436027
Lower middle income,,2021-04-04,116088146
Lower middle income,,2021-04-05,120587830
Lower middle income,,2021-04-06,126050155
Lower middle income,,2021-04-07,129789865
Lower middle income,,2021-04-08,135276725
Lower middle income,,2021-04-09,139367263
Lower middle income,,2021-04-10,144232336
Lower middle income,,2021-04-11,147904649
Lower middle income,,2021-04-12,152905046
Lower middle income,,2021-04-13,156254825
Lower middle income,,2021-04-14,160678317
Lower middle income,,2021-04-15,164670244
Lower middle income,,2021-04-16,167683235
Lower middle income,,2021-04-17,170895261
Lower middle income,,2021-04-18,173201133
Lower middle income,,2021-04-19,177319055
Lower middle income,,2021-04-20,178520324
Lower middle income,,2021-04-21,181788915
Lower middle income,,2021-04-22,185917360
Lower middle income,,2021-04-23,187497301
Lower middle income,,2021-04-24,187975989
Lower middle income,,2021-04-25,195058861
Lower middle income,,2021-04-26,199067373
Lower middle income,,2021-04-27,202741517
Lower middle income,,2021-04-28,207247182
Lower middle income,,2021-04-29,210486084
Lower middle income,,2021-04-30,213881617
Lower middle income,,2021-05-01,215806308
Lower middle income,,2021-05-02,216871306
Lower middle income,,2021-05-03,219262303
Lower middle income,,2021-05-04,224046407
Lower middle income,,2021-05-05,227289397
Lower middle income,,2021-05-06,231382047
Lower middle income,,2021-05-07,235944742
Lower middle income,,2021-05-08,238738942
Lower middle income,,2021-05-09,240842805
Lower middle income,,2021-05-10,245637140
Lower middle income,,2021-05-11,250101318
Lower middle income,,2021-05-12,253194666
Lower middle income,,2021-05-13,256800493
Lower middle income,,2021-05-14,258612862
Lower middle income,,2021-05-15,261114425
Lower middle income,,2021-05-16,262343652
Lower middle income,,2021-05-17,265413974
Lower middle income,,2021-05-18,268606491
Lower middle income,,2021-05-19,270620658
Lower middle income,,2021-05-20,274997998
Lower middle income,,2021-05-21,276807303
Lower middle income,,2021-05-22,280981233
Lower middle income,,2021-05-23,282759029
Lower middle income,,2021-05-24,287364612
Lower middle income,,2021-05-25,290858640
Lower middle income,,2021-05-26,294476461
Lower middle income,,2021-05-27,298695305
Lower middle income,,2021-05-28,301162280
Lower middle income,,2021-05-29,305828085
Lower middle income,,2021-05-30,309096726
Lower middle income,,2021-05-31,313203809
Lower middle income,,2021-06-01,319024961
Lower middle income,,2021-06-02,322998926
Lower middle income,,2021-06-03,327037655
Lower middle income,,2021-06-04,333542345
Lower middle income,,2021-06-05,336988104
Lower middle income,,2021-06-06,339828883
Lower middle income,,2021-06-07,343441706
Lower middle income,,2021-06-08,349956468
Lower middle income,,2021-06-09,356423284
Lower middle income,,2021-06-10,361355664
Lower middle income,,2021-06-11,366021056
Lower middle income,,2021-06-12,370824881
Lower middle income,,2021-06-13,374882393
Lower middle income,,2021-06-14,379788214
Lower middle income,,2021-06-15,385581524
Lower middle income,,2021-06-16,390928746
Lower middle income,,2021-06-17,397626029
Lower middle income,,2021-06-18,403070232
Lower middle income,,2021-06-19,409169665
Lower middle income,,2021-06-20,413528935
Lower middle income,,2021-06-21,424632577
Lower middle income,,2021-06-22,432468762
Lower middle income,,2021-06-23,437851282
Lower middle income,,2021-06-24,446782071
Lower middle income,,2021-06-25,455891667
Lower middle income,,2021-06-26,465400987
Lower middle income,,2021-06-27,470887545
Lower middle income,,2021-06-28,475802428
Lower middle income,,2021-06-29,484772472
Lower middle income,,2021-06-30,488446515
Lower middle income,,2021-07-01,499603010
Lower middle income,,2021-07-02,501981341
Lower middle income,,2021-07-03,512266820
Lower middle income,,2021-07-04,518197021
Lower middle income,,2021-07-05,523405029
Lower middle income,,2021-07-06,528546335
Lower middle income,,2021-07-07,535468409
Lower middle income,,2021-07-08,548588889
Lower middle income,,2021-07-09,550840444
Lower middle income,,2021-07-10,560174729
Lower middle income,,2021-07-11,563155906
Lower middle income,,2021-07-12,569278846
Lower middle income,,2021-07-13,578456523
Lower middle income,,2021-07-14,586906276
Lower middle income,,2021-07-15,595026788
Lower middle income,,2021-07-16,603071018
Lower middle income,,2021-07-17,610239351
Lower middle income,,2021-07-18,611344371
Lower middle income,,2021-07-19,622705345
Lower middle income,,2021-07-20,630862789
Lower middle income,,2021-07-21,636526221
Lower middle income,,2021-07-22,644960156
Lower middle income,,2021-07-23,652118729
Lower middle income,,2021-07-24,658564703
Lower middle income,,2021-07-25,663520623
Lower middle income,,2021-07-26,675749245
Lower middle income,,2021-07-27,683894045
Lower middle income,,2021-07-28,692818301
Lower middle income,,2021-07-29,705061434
Lower middle income,,2021-07-30,714831452
Lower middle income,,2021-07-31,719587908
Lower middle income,,2021-08-01,733470023
Lower middle income,,2021-08-02,742552874
Lower middle income,,2021-08-03,764552916
Lower middle income,,2021-08-04,772436055
Lower middle income,,2021-08-05,784020625
Lower middle income,,2021-08-06,793585328
Lower middle income,,2021-08-07,802987147
Lower middle income,,2021-08-08,813609888
Lower middle income,,2021-08-09,829168846
Lower middle income,,2021-08-10,839763688
Lower middle income,,2021-08-11,851318743
Lower middle income,,2021-08-12,857805699
Lower middle income,,2021-08-13,873958851
Lower middle income,,2021-08-14,883581276
Lower middle income,,2021-08-15,890583592
Lower middle income,,2021-08-16,906664171
Lower middle income,,2021-08-17,918417936
Lower middle income,,2021-08-18,928183328
Lower middle income,,2021-08-19,936880467
Lower middle income,,2021-08-20,951774531
Lower middle income,,2021-08-21,962436865
Lower middle income,,2021-08-22,970181525
Lower middle income,,2021-08-23,975159481
Lower middle income,,2021-08-24,990089583
Lower middle income,,2021-08-25,1006730775
Lower middle income,,2021-08-26,1019225840
Lower middle income,,2021-08-27,1035918448
Lower middle income,,2021-08-28,1049997145
Lower middle income,,2021-08-29,1067140440
Lower middle income,,2021-08-30,1078458212
Lower middle income,,2021-08-31,1093281874
Lower middle income,,2021-09-01,1116616004
Lower middle income,,2021-09-02,1129771500
Lower middle income,,2021-09-03,1138671660
Lower middle income,,2021-09-04,1147811639
Lower middle income,,2021-09-05,1164724624
Lower middle income,,2021-09-06,1175694897
Lower middle income,,2021-09-07,1191607542
Lower middle income,,2021-09-08,1211791019
Lower middle income,,2021-09-09,1229881524
Lower middle income,,2021-09-10,1237892769
Lower middle income,,2021-09-11,1255208546
Lower middle income,,2021-09-12,1275319880
Lower middle income,,2021-09-13,1291537194
Lower middle income,,2021-09-14,1300373724
Lower middle income,,2021-09-15,1315290266
Lower middle income,,2021-09-16,1331875006
Lower middle income,,2021-09-17,1342343482
Lower middle income,,2021-09-18,1369852701
Lower middle income,,2021-09-19,1385375548
Lower middle income,,2021-09-20,1399079246
Lower middle income,,2021-09-21,1414054505
Lower middle income,,2021-09-22,1426670780
Lower middle income,,2021-09-23,1443596846
Lower middle income,,2021-09-24,1459219365
Lower middle income,,2021-09-25,1469800956
Lower middle income,,2021-09-26,1477519320
Lower middle income,,2021-09-27,1511023175
Lower middle income,,2021-09-28,1521550210
Lower middle income,,2021-09-29,1539589811
Lower middle income,,2021-09-30,1553854500
Lower middle income,,2021-10-01,1565636671
Lower middle income,,2021-10-02,1579027128
Lower middle income,,2021-10-03,1594418092
Lower middle income,,2021-10-04,1607139458
Lower middle income,,2021-10-05,1620392450
Lower middle income,,2021-10-06,1630581927
Lower middle income,,2021-10-07,1640372953
Lower middle income,,2021-10-08,1658754694
Lower middle income,,2021-10-09,1670588286
Lower middle income,,2021-10-10,1691577771
Lower middle income,,2021-10-11,1701221413
Lower middle income,,2021-10-12,1713406681
Lower middle income,,2021-10-13,1725426483
Lower middle income,,2021-10-14,1734756935
Lower middle income,,2021-10-15,1741139108
Lower middle income,,2021-10-16,1748245023
Lower middle income,,2021-10-17,1763884247
Lower middle income,,2021-10-18,1782169238
Lower middle income,,2021-10-19,1797287222
Lower middle income,,2021-10-20,1817616092
Lower middle income,,2021-10-21,1831434468
Lower middle income,,2021-10-22,1845193714
Lower middle income,,2021-10-23,1861689872
Lower middle income,,2021-10-24,1875863369
Lower middle income,,2021-10-25,1884753335
Lower middle income,,2021-10-26,1898205444
Lower middle income,,2021-10-27,1909409622
Lower middle income,,2021-10-28,1923038268
Lower middle income,,2021-10-29,1944064174
Lower middle income,,2021-10-30,1954980713
Lower middle income,,2021-10-31,1974583316
Lower middle income,,2021-11-01,1988207245
Lower middle income,,2021-11-02,2000254978
Lower middle income,,2021-11-03,2011756449
Lower middle income,,2021-11-04,2022418270
Lower middle income,,2021-11-05,2031106434
Lower middle income,,2021-11-06,2042062170
Lower middle income,,2021-11-07,2053737160
Lower middle income,,2021-11-08,2065927060
Lower middle income,,2021-11-09,2081768751
Lower middle income,,2021-11-10,2098385579
Lower middle income,,2021-11-11,2112771107
Lower middle income,,2021-11-12,2126898232
Lower middle income,,2021-11-13,2144502558
Lower middle income,,2021-11-14,2155024360
Lower middle income,,2021-11-15,2163489192
Lower middle income,,2021-11-16,2175443595
Lower middle income,,2021-11-17,2189884361
Lower middle income,,2021-11-18,2201715261
Lower middle income,,2021-11-19,2218207294
Lower middle income,,2021-11-20,2235322394
Lower middle income,,2021-11-21,2249519973
Lower middle income,,2021-11-22,2263527158
Lower middle income,,2021-11-23,2278762657
Lower middle income,,2021-11-24,2296611021
Lower middle income,,2021-11-25,2308200311
Lower middle income,,2021-11-26,2323872492
Lower middle income,,2021-11-27,2335251689
Lower middle income,,2021-11-28,2357871336
Lower middle income,,2021-11-29,2369711534
Lower middle income,,2021-11-30,2386290803
Lower middle income,,2021-12-01,2408222295
Lower middle income,,2021-12-02,2427717808
Lower middle income,,2021-12-03,2438017855
Lower middle income,,2021-12-04,2455406652
Lower middle income,,2021-12-05,2469683426
Lower middle income,,2021-12-06,2482065723
Lower middle income,,2021-12-07,2493663886
Lower middle income,,2021-12-08,2510158953
Lower middle income,,2021-12-09,2526092120
Lower middle income,,2021-12-10,2555078704
Lower middle income,,2021-12-11,2579870656
Lower middle income,,2021-12-12,2591117446
Lower middle income,,2021-12-13,2600702364
Lower middle income,,2021-12-14,2623043363
Lower middle income,,2021-12-15,2636806786
Lower middle income,,2021-12-16,2646037381
Lower middle income,,2021-12-17,2661528673
Lower middle income,,2021-12-18,2673659375
Lower middle income,,2021-12-19,2686008178
Lower middle income,,2021-12-20,2697444136
Lower middle income,,2021-12-21,2709526986
Lower middle income,,2021-12-22,2717370401
Lower middle income,,2021-12-23,2735794865
Lower middle income,,2021-12-24,2750272763
Lower middle income,,2021-12-25,2762587177
Lower middle income,,2021-12-26,2772052464
Lower middle income,,2021-12-27,2782219519
Lower middle income,,2021-12-28,2797347759
Lower middle income,,2021-12-29,2810041278
Lower middle income,,2021-12-30,2824057196
Lower middle income,,2021-12-31,2840433955
Lower middle income,,2022-01-01,2850007850
Lower middle income,,2022-01-02,2855655969
Lower middle income,,2022-01-03,2867537319
Luxembourg,LUX,2020-12-28,452
Luxembourg,LUX,2020-12-29,800
Luxembourg,LUX,2020-12-30,1251
Luxembourg,LUX,2021-01-06,1351
Luxembourg,LUX,2021-01-07,1496
Luxembourg,LUX,2021-01-08,1706
Luxembourg,LUX,2021-01-11,1948
Luxembourg,LUX,2021-01-12,2378
Luxembourg,LUX,2021-01-13,2876
Luxembourg,LUX,2021-01-14,3238
Luxembourg,LUX,2021-01-15,3681
Luxembourg,LUX,2021-01-16,3760
Luxembourg,LUX,2021-01-18,4574
Luxembourg,LUX,2021-01-19,5298
Luxembourg,LUX,2021-01-20,6198
Luxembourg,LUX,2021-01-21,6903
Luxembourg,LUX,2021-01-22,7585
Luxembourg,LUX,2021-01-23,7718
Luxembourg,LUX,2021-01-25,8560
Luxembourg,LUX,2021-01-26,9528
Luxembourg,LUX,2021-01-27,10452
Luxembourg,LUX,2021-01-28,11375
Luxembourg,LUX,2021-01-29,12307
Luxembourg,LUX,2021-01-30,12434
Luxembourg,LUX,2021-02-01,13244
Luxembourg,LUX,2021-02-02,14257
Luxembourg,LUX,2021-02-03,15416
Luxembourg,LUX,2021-02-04,16428
Luxembourg,LUX,2021-02-05,17444
Luxembourg,LUX,2021-02-06,17639
Luxembourg,LUX,2021-02-08,18150
Luxembourg,LUX,2021-02-09,18664
Luxembourg,LUX,2021-02-10,19935
Luxembourg,LUX,2021-02-11,21403
Luxembourg,LUX,2021-02-12,22573
Luxembourg,LUX,2021-02-13,22908
Luxembourg,LUX,2021-02-15,24037
Luxembourg,LUX,2021-02-16,25932
Luxembourg,LUX,2021-02-17,27133
Luxembourg,LUX,2021-02-18,28947
Luxembourg,LUX,2021-02-19,30571
Luxembourg,LUX,2021-02-20,30996
Luxembourg,LUX,2021-02-22,31940
Luxembourg,LUX,2021-02-23,33385
Luxembourg,LUX,2021-02-24,34776
Luxembourg,LUX,2021-02-25,36087
Luxembourg,LUX,2021-02-26,37384
Luxembourg,LUX,2021-02-27,37808
Luxembourg,LUX,2021-03-01,39136
Luxembourg,LUX,2021-03-02,40481
Luxembourg,LUX,2021-03-03,42138
Luxembourg,LUX,2021-03-04,44190
Luxembourg,LUX,2021-03-05,45995
Luxembourg,LUX,2021-03-06,46729
Luxembourg,LUX,2021-03-08,47535
Luxembourg,LUX,2021-03-09,48978
Luxembourg,LUX,2021-03-10,51473
Luxembourg,LUX,2021-03-11,54890
Luxembourg,LUX,2021-03-12,57794
Luxembourg,LUX,2021-03-13,59068
Luxembourg,LUX,2021-03-15,60790
Luxembourg,LUX,2021-03-16,64083
Luxembourg,LUX,2021-03-17,67169
Luxembourg,LUX,2021-03-18,70359
Luxembourg,LUX,2021-03-19,73212
Luxembourg,LUX,2021-03-20,74274
Luxembourg,LUX,2021-03-22,75557
Luxembourg,LUX,2021-03-23,78020
Luxembourg,LUX,2021-03-24,80357
Luxembourg,LUX,2021-03-25,82681
Luxembourg,LUX,2021-03-26,85204
Luxembourg,LUX,2021-03-27,86585
Luxembourg,LUX,2021-03-29,89717
Luxembourg,LUX,2021-03-30,92608
Luxembourg,LUX,2021-03-31,95693
Luxembourg,LUX,2021-04-01,99392
Luxembourg,LUX,2021-04-02,102822
Luxembourg,LUX,2021-04-03,105920
Luxembourg,LUX,2021-04-05,108975
Luxembourg,LUX,2021-04-06,112808
Luxembourg,LUX,2021-04-07,117192
Luxembourg,LUX,2021-04-08,122015
Luxembourg,LUX,2021-04-09,126970
Luxembourg,LUX,2021-04-10,130351
Luxembourg,LUX,2021-04-12,135172
Luxembourg,LUX,2021-04-13,141441
Luxembourg,LUX,2021-04-14,147613
Luxembourg,LUX,2021-04-15,153522
Luxembourg,LUX,2021-04-16,159211
Luxembourg,LUX,2021-04-17,164190
Luxembourg,LUX,2021-04-19,165616
Luxembourg,LUX,2021-04-20,166823
Luxembourg,LUX,2021-04-21,170143
Luxembourg,LUX,2021-04-22,173258
Luxembourg,LUX,2021-04-23,176543
Luxembourg,LUX,2021-04-24,178912
Luxembourg,LUX,2021-04-25,178914
Luxembourg,LUX,2021-04-26,180608
Luxembourg,LUX,2021-04-27,182026
Luxembourg,LUX,2021-04-28,186588
Luxembourg,LUX,2021-04-29,191532
Luxembourg,LUX,2021-04-30,196286
Luxembourg,LUX,2021-05-01,200670
Luxembourg,LUX,2021-05-03,206824
Luxembourg,LUX,2021-05-04,213354
Luxembourg,LUX,2021-05-05,220370
Luxembourg,LUX,2021-05-06,227438
Luxembourg,LUX,2021-05-07,234441
Luxembourg,LUX,2021-05-08,241398
Luxembourg,LUX,2021-05-10,248625
Luxembourg,LUX,2021-05-11,255814
Luxembourg,LUX,2021-05-12,263033
Luxembourg,LUX,2021-05-13,270020
Luxembourg,LUX,2021-05-14,277515
Luxembourg,LUX,2021-05-15,285054
Luxembourg,LUX,2021-05-17,291650
Luxembourg,LUX,2021-05-18,297495
Luxembourg,LUX,2021-05-19,304209
Luxembourg,LUX,2021-05-20,309779
Luxembourg,LUX,2021-05-21,315313
Luxembourg,LUX,2021-05-22,320037
Luxembourg,LUX,2021-05-23,320039
Luxembourg,LUX,2021-05-24,322906
Luxembourg,LUX,2021-05-25,325056
Luxembourg,LUX,2021-05-26,329542
Luxembourg,LUX,2021-05-27,334921
Luxembourg,LUX,2021-05-28,340288
Luxembourg,LUX,2021-05-29,345727
Luxembourg,LUX,2021-05-30,345728
Luxembourg,LUX,2021-05-31,351209
Luxembourg,LUX,2021-06-01,356480
Luxembourg,LUX,2021-06-02,365080
Luxembourg,LUX,2021-06-03,373655
Luxembourg,LUX,2021-06-04,382207
Luxembourg,LUX,2021-06-05,389677
Luxembourg,LUX,2021-06-07,398250
Luxembourg,LUX,2021-06-08,406744
Luxembourg,LUX,2021-06-09,414549
Luxembourg,LUX,2021-06-10,423255
Luxembourg,LUX,2021-06-11,431686
Luxembourg,LUX,2021-06-12,439830
Luxembourg,LUX,2021-06-14,446764
Luxembourg,LUX,2021-06-15,452775
Luxembourg,LUX,2021-06-16,460751
Luxembourg,LUX,2021-06-17,468546
Luxembourg,LUX,2021-06-18,475079
Luxembourg,LUX,2021-06-19,483718
Luxembourg,LUX,2021-06-21,491917
Luxembourg,LUX,2021-06-22,499731
Luxembourg,LUX,2021-06-23,506186
Luxembourg,LUX,2021-06-24,512782
Luxembourg,LUX,2021-06-25,520071
Luxembourg,LUX,2021-06-26,527796
Luxembourg,LUX,2021-06-28,535074
Luxembourg,LUX,2021-06-29,542996
Luxembourg,LUX,2021-06-30,551931
Luxembourg,LUX,2021-07-01,560729
Luxembourg,LUX,2021-07-02,569347
Luxembourg,LUX,2021-07-03,577826
Luxembourg,LUX,2021-07-05,585634
Luxembourg,LUX,2021-07-06,593139
Luxembourg,LUX,2021-07-07,599305
Luxembourg,LUX,2021-07-08,604226
Luxembourg,LUX,2021-07-09,609260
Luxembourg,LUX,2021-07-10,614903
Luxembourg,LUX,2021-07-11,614904
Luxembourg,LUX,2021-07-12,621143
Luxembourg,LUX,2021-07-13,626263
Luxembourg,LUX,2021-07-14,633855
Luxembourg,LUX,2021-07-15,640402
Luxembourg,LUX,2021-07-16,646658
Luxembourg,LUX,2021-07-17,653303
Luxembourg,LUX,2021-07-19,659269
Luxembourg,LUX,2021-07-20,664603
Luxembourg,LUX,2021-07-21,669003
Luxembourg,LUX,2021-07-22,673343
Luxembourg,LUX,2021-07-23,678499
Luxembourg,LUX,2021-07-24,684002
Luxembourg,LUX,2021-07-26,690096
Luxembourg,LUX,2021-07-27,695135
Luxembourg,LUX,2021-07-28,698575
Luxembourg,LUX,2021-07-29,702352
Luxembourg,LUX,2021-07-30,706107
Luxembourg,LUX,2021-07-31,710793
Luxembourg,LUX,2021-08-02,715447
Luxembourg,LUX,2021-08-03,719818
Luxembourg,LUX,2021-08-04,723402
Luxembourg,LUX,2021-08-05,726599
Luxembourg,LUX,2021-08-06,729687
Luxembourg,LUX,2021-08-07,733199
Luxembourg,LUX,2021-08-08,733238
Luxembourg,LUX,2021-08-09,736077
Luxembourg,LUX,2021-08-10,738472
Luxembourg,LUX,2021-08-11,740676
Luxembourg,LUX,2021-08-12,742397
Luxembourg,LUX,2021-08-13,744213
Luxembourg,LUX,2021-08-14,746288
Luxembourg,LUX,2021-08-16,747828
Luxembourg,LUX,2021-08-17,749297
Luxembourg,LUX,2021-08-18,750528
Luxembourg,LUX,2021-08-19,751796
Luxembourg,LUX,2021-08-20,753084
Luxembourg,LUX,2021-08-21,754346
Luxembourg,LUX,2021-08-22,754452
Luxembourg,LUX,2021-08-23,755492
Luxembourg,LUX,2021-08-24,756822
Luxembourg,LUX,2021-08-25,757963
Luxembourg,LUX,2021-08-26,758988
Luxembourg,LUX,2021-08-27,760304
Luxembourg,LUX,2021-08-28,761417
Luxembourg,LUX,2021-08-30,762534
Luxembourg,LUX,2021-08-31,763904
Luxembourg,LUX,2021-09-01,764941
Luxembourg,LUX,2021-09-02,766008
Luxembourg,LUX,2021-09-03,767294
Luxembourg,LUX,2021-09-04,768151
Luxembourg,LUX,2021-09-05,768239
Luxembourg,LUX,2021-09-06,769132
Luxembourg,LUX,2021-09-07,770290
Luxembourg,LUX,2021-09-08,771195
Luxembourg,LUX,2021-09-09,772169
Luxembourg,LUX,2021-09-10,773318
Luxembourg,LUX,2021-09-11,774311
Luxembourg,LUX,2021-09-12,774346
Luxembourg,LUX,2021-09-13,774425
Luxembourg,LUX,2021-09-14,776002
Luxembourg,LUX,2021-09-15,776944
Luxembourg,LUX,2021-09-16,777857
Luxembourg,LUX,2021-09-17,779217
Luxembourg,LUX,2021-09-18,779588
Luxembourg,LUX,2021-09-19,779706
Luxembourg,LUX,2021-09-20,779841
Luxembourg,LUX,2021-09-21,781182
Luxembourg,LUX,2021-09-22,781923
Luxembourg,LUX,2021-09-23,782625
Luxembourg,LUX,2021-09-24,783615
Luxembourg,LUX,2021-09-25,784541
Luxembourg,LUX,2021-09-26,784622
Luxembourg,LUX,2021-09-27,785332
Luxembourg,LUX,2021-09-28,787540
Luxembourg,LUX,2021-09-29,788935
Luxembourg,LUX,2021-09-30,790389
Luxembourg,LUX,2021-10-01,792348
Luxembourg,LUX,2021-10-02,793220
Luxembourg,LUX,2021-10-03,793272
Luxembourg,LUX,2021-10-04,793793
Luxembourg,LUX,2021-10-05,795208
Luxembourg,LUX,2021-10-06,795922
Luxembourg,LUX,2021-10-07,796768
Luxembourg,LUX,2021-10-08,798131
Luxembourg,LUX,2021-10-09,799105
Luxembourg,LUX,2021-10-10,799111
Luxembourg,LUX,2021-10-11,799194
Luxembourg,LUX,2021-10-12,800971
Luxembourg,LUX,2021-10-13,802054
Luxembourg,LUX,2021-10-14,803286
Luxembourg,LUX,2021-10-15,804710
Luxembourg,LUX,2021-10-16,806100
Luxembourg,LUX,2021-10-18,807438
Luxembourg,LUX,2021-10-19,809224
Luxembourg,LUX,2021-10-20,811254
Luxembourg,LUX,2021-10-21,813015
Luxembourg,LUX,2021-10-22,815378
Luxembourg,LUX,2021-10-23,816641
Luxembourg,LUX,2021-10-24,816674
Luxembourg,LUX,2021-10-25,818175
Luxembourg,LUX,2021-10-26,821371
Luxembourg,LUX,2021-10-27,824452
Luxembourg,LUX,2021-10-28,827249
Luxembourg,LUX,2021-10-29,830372
Luxembourg,LUX,2021-10-30,832425
Luxembourg,LUX,2021-11-01,832431
Luxembourg,LUX,2021-11-02,836009
Luxembourg,LUX,2021-11-03,838911
Luxembourg,LUX,2021-11-04,841593
Luxembourg,LUX,2021-11-05,844459
Luxembourg,LUX,2021-11-06,846210
Luxembourg,LUX,2021-11-07,846234
Luxembourg,LUX,2021-11-08,847761
Luxembourg,LUX,2021-11-09,850564
Luxembourg,LUX,2021-11-10,852744
Luxembourg,LUX,2021-11-11,855074
Luxembourg,LUX,2021-11-12,857589
Luxembourg,LUX,2021-11-13,859649
Luxembourg,LUX,2021-11-14,859654
Luxembourg,LUX,2021-11-15,861892
Luxembourg,LUX,2021-11-16,864603
Luxembourg,LUX,2021-11-17,867462
Luxembourg,LUX,2021-11-18,870692
Luxembourg,LUX,2021-11-19,875029
Luxembourg,LUX,2021-11-20,877731
Luxembourg,LUX,2021-11-21,877754
Luxembourg,LUX,2021-11-22,880825
Luxembourg,LUX,2021-11-23,885781
Luxembourg,LUX,2021-11-24,890965
Luxembourg,LUX,2021-11-25,896068
Luxembourg,LUX,2021-11-26,901558
Luxembourg,LUX,2021-11-27,904396
Luxembourg,LUX,2021-11-28,904420
Luxembourg,LUX,2021-11-30,914822
Luxembourg,LUX,2021-12-01,920881
Luxembourg,LUX,2021-12-02,926991
Luxembourg,LUX,2021-12-03,933656
Luxembourg,LUX,2021-12-04,937291
Luxembourg,LUX,2021-12-05,937386
Luxembourg,LUX,2021-12-06,941291
Luxembourg,LUX,2021-12-07,947857
Luxembourg,LUX,2021-12-08,954568
Luxembourg,LUX,2021-12-09,961114
Luxembourg,LUX,2021-12-10,968746
Luxembourg,LUX,2021-12-11,972997
Luxembourg,LUX,2021-12-12,973496
Luxembourg,LUX,2021-12-13,977380
Luxembourg,LUX,2021-12-14,984491
Luxembourg,LUX,2021-12-15,992511
Luxembourg,LUX,2021-12-16,1000938
Luxembourg,LUX,2021-12-17,1009779
Luxembourg,LUX,2021-12-18,1014119
Luxembourg,LUX,2021-12-19,1014256
Luxembourg,LUX,2021-12-20,1018610
Luxembourg,LUX,2021-12-21,1026677
Luxembourg,LUX,2021-12-22,1034329
Luxembourg,LUX,2021-12-23,1041876
Luxembourg,LUX,2021-12-24,1045701
Luxembourg,LUX,2021-12-25,1045718
Luxembourg,LUX,2021-12-26,1045779
Luxembourg,LUX,2021-12-27,1049965
Luxembourg,LUX,2021-12-28,1057823
Luxembourg,LUX,2021-12-29,1065572
Luxembourg,LUX,2021-12-30,1072707
Luxembourg,LUX,2021-12-31,1076742
Luxembourg,LUX,2022-01-02,1076765
Macao,MAC,2021-02-08,0
Macao,MAC,2021-02-09,595
Macao,MAC,2021-02-17,2000
Macao,MAC,2021-02-22,3700
Macao,MAC,2021-02-24,9284
Macao,MAC,2021-02-25,10691
Macao,MAC,2021-02-26,11982
Macao,MAC,2021-02-28,14426
Macao,MAC,2021-03-01,15094
Macao,MAC,2021-03-02,16044
Macao,MAC,2021-03-03,17071
Macao,MAC,2021-03-04,18098
Macao,MAC,2021-03-05,19028
Macao,MAC,2021-03-06,20218
Macao,MAC,2021-03-07,21056
Macao,MAC,2021-03-08,21840
Macao,MAC,2021-03-09,22865
Macao,MAC,2021-03-10,24040
Macao,MAC,2021-03-11,25394
Macao,MAC,2021-03-12,26440
Macao,MAC,2021-03-13,27637
Macao,MAC,2021-03-14,28767
Macao,MAC,2021-03-15,29833
Macao,MAC,2021-03-16,30913
Macao,MAC,2021-03-17,31867
Macao,MAC,2021-03-18,32841
Macao,MAC,2021-03-19,33927
Macao,MAC,2021-03-20,35271
Macao,MAC,2021-03-21,36459
Macao,MAC,2021-03-22,37707
Macao,MAC,2021-03-23,39257
Macao,MAC,2021-03-24,40701
Macao,MAC,2021-03-25,41948
Macao,MAC,2021-03-26,43211
Macao,MAC,2021-03-27,44908
Macao,MAC,2021-03-28,46286
Macao,MAC,2021-03-29,47483
Macao,MAC,2021-03-30,49308
Macao,MAC,2021-03-31,51017
Macao,MAC,2021-04-01,52772
Macao,MAC,2021-04-02,53626
Macao,MAC,2021-04-03,54704
Macao,MAC,2021-04-04,55951
Macao,MAC,2021-04-05,56530
Macao,MAC,2021-04-06,57251
Macao,MAC,2021-04-07,58676
Macao,MAC,2021-04-08,60778
Macao,MAC,2021-04-09,62893
Macao,MAC,2021-04-10,65514
Macao,MAC,2021-04-11,67431
Macao,MAC,2021-04-12,69149
Macao,MAC,2021-04-13,71196
Macao,MAC,2021-04-14,73100
Macao,MAC,2021-04-15,75087
Macao,MAC,2021-04-16,77236
Macao,MAC,2021-04-17,79921
Macao,MAC,2021-04-18,81893
Macao,MAC,2021-04-19,83257
Macao,MAC,2021-04-20,85011
Macao,MAC,2021-04-21,86653
Macao,MAC,2021-04-22,88292
Macao,MAC,2021-04-23,90063
Macao,MAC,2021-04-24,91763
Macao,MAC,2021-04-25,93688
Macao,MAC,2021-04-26,95629
Macao,MAC,2021-04-27,98021
Macao,MAC,2021-04-28,100454
Macao,MAC,2021-04-29,102444
Macao,MAC,2021-04-30,104136
Macao,MAC,2021-05-01,106197
Macao,MAC,2021-05-02,107714
Macao,MAC,2021-05-03,108174
Macao,MAC,2021-05-04,109255
Macao,MAC,2021-05-05,110952
Macao,MAC,2021-05-06,112748
Macao,MAC,2021-05-07,114572
Macao,MAC,2021-05-08,116885
Macao,MAC,2021-05-09,118687
Macao,MAC,2021-05-10,120294
Macao,MAC,2021-05-11,122288
Macao,MAC,2021-05-12,124193
Macao,MAC,2021-05-13,126141
Macao,MAC,2021-05-14,128147
Macao,MAC,2021-05-15,130761
